	Employer	JobID	KeywordCount	KeywordList	Location	Relocate	RemoteWork	Title	TitleDetails	TitleFeatures	dataScienceJob
499	trivago	85678	5	['engineer', 'software', 'webdeveloper', 'bash', 'python']	Dsseldorf, Deutschland	no	no	Site Reliability Engineer		['engineer']	yes
500	Jane_Street	10400	4	['ocaml', 'functional programming', 'haskell', 'scheme']	New York, NY	no	no	Software Developer	Functional Programming - New York	['development', 'software']	yes
501	ExperiencePoint	83408	5	['php', 'symfony2', 'nodejs', 'soa', 'postgresql']	Toronto, ON, Canada	no	no	Senior Web Application Developer		['development', 'senior', 'web']	yes
502	Jane_Street	33990	4	['ocaml', 'functional programming', 'haskell', 'scheme']	Hong Kong	no	no	Software Developer	Functional Programming - Hong Kong	['development', 'software']	yes
503	Jane_Street	40166	5	['postgresql', 'linux', 'shell', 'bash', 'ocaml']	Hong Kong	no	no	Systems Developer	Hong Kong	['development']	yes
504	Jane_Street	33992	4	['ocaml', 'functional programming', 'haskell', 'scheme']	London, UK	no	no	Software Developer	Functional Programming - London	['development', 'software']	yes
505	Olympusat_Telecom	87179	5	['ott', 'video streaming', 'ovp', 'encoder', 'transcoding']	West Palm Beach, FL	no	no	Pre-Sales Engineer	Telecom	['engineer']	yes
506	Nintendo_of_America	87697	5	['obiee', 'osb', 'soa', 'weblogic', 'wlst']	Redmond, WA	yes	no	Software Engineer, Senior	IT Middleware Services	['engineer', 'senior', 'software']	yes
507	Sony_Network_Entertainment_International	85375	5	['java', 'xml', 'spring mvc', 'java ee', 'javascript']	Los Angeles, CA	yes	no	Senior Software Engineer	Playstation Network	['engineer', 'senior', 'software']	yes
508	Nintendo_Technology_Development	87689	4	['cc++', 'python', 'perl', 'testing']	Redmond, WA	no	no	Sr Software Developer in Test	NTD	['development', 'senior', 'software', 'test']	yes
509	Nintendo_Technology_Development	87694	5	['c++', 'tcp', 'udp', 'icmp', 'dhcp']	Redmond, WA	yes	no	Software Manager in Networking	NTD	['manager', 'software']	yes
510	Nintendo_Technology_Development	87680	5	['c', 'c++', 'linux', 'windows', 'h.264']	Redmond, WA	no	no	Sr Software Engineer - Architect	NTD	['architect', 'engineer', 'senior', 'software']	yes
511	SWARCO_TRAFFIC_SYSTEMS	86138	5	['java', 'web services', 'web frontend', 'sql', 'php']	Gaggenau, Deutschland	no	no	Softwareentwickler	m/w Schwerpunkt Webentwicklung Java SQL PHP	['development', 'java', 'php', 'software', 'sql']	yes
512	GrammaTech	80068	5	['c', 'c++', 'python', 'arm', 'x86']	Ithaca, NY	yes	no	Software Quality Engineer		['engineer', 'quality', 'software']	yes
513	Cisco_Meraki	85029	4	['ruby', 'linux', 'unix', 'build automation']	San Francisco, CA	yes	no	Software Engineer	Site Reliability	['engineer', 'software']	yes
514	Cisco_Meraki	84933	4	['ruby', 'linux', 'unix', 'build automation']	London, UK	yes	no	Software Engineer	Site Reliability	['engineer', 'software']	yes
515	Nintendo_of_America	87710	2	['ms office', 'project management']	Redmond, WA	yes	no	Program Manager	Strategic Initiatives	['manager']	yes
516	OpenX	76929	4	['python 3.x', 'django', 'sql', 'rest']	Pasadena, CA	yes	no	Lead Software Engineer		['engineer', 'lead', 'software']	yes
517	ADP	73700	4	['mvc', 'angularjs', 'restful', 'agile']	Pasadena, CA	no	no	Senior / Lead Developer	Front End AngularJS	['development', 'front_end', 'lead', 'senior']	yes
518	Targeted_Victory	88066	3	['salesforce', 'administrator', 'sysadmin']	Alexandria, VA	no	no	Salesforce Administrator		['administrator']	yes
519	Targeted_Victory	88252	1	['salesforce']	Alexandria, VA	no	no	Salesforce Administrator		['administrator']	yes
520	OpenX	76933	6	['linux', 'python', 'docker', 'openstack', 'paas', 'sysadmin']	Pasadena, CA	yes	no	Sr Site Reliability Engineer		['engineer', 'senior']	yes
521	Big_Viking_Games	88067	5	['java', 'javascript', 'actionscript 3', 'node.js', 'html5']	Toronto, ON, Canada	no	no	Intermediate Software Developer	Toronto or London, ON	['development', 'software']	yes
522	die_kartenmacherei	81562	5	['php', 'javascript', 'mysql', 'postgresql', 'html']	Hamburg, Deutschland	no	no	(Senior) Web Developer PHP/Symfony 2	m/f	['development', 'php', 'web']	yes
523	Wargaming	58697	4	['c++', 'python', 'software engineering', 'linux']	Sydney, Australia	no	no	Senior C++ Software Engineer	Complex back-end server projects	['back_end', 'engineer', 'senior', 'software']	yes
524	Qumulo	80938	5	['c', 'linux', 'linux kernel', 'python', 'agile']	Seattle, WA	yes	no	Member of Technical Staff		['technical']	yes
525	Qumulo	80936	4	['release', 'python', 'ruby', 'scripting']	Seattle, WA	yes	no	Release Engineer		['engineer']	yes
526	HBC_Digital	84348	5	['scala', 'java', 'clojure', 'tdd', 'git']	New York, NY	no	no	Sr Application Developer		['development', 'senior']	yes
527	HBC_Digital	84503	5	['backbone.js', 'reactjs', 'marionette', 'karma jasmine', 'sass']	New York, NY	no	no	Principal Front End Engineer		['engineer', 'front_end', 'principal']	yes
528	ROBLOX	86206	5	['java', 'hadoop', 'nosql', 'sql', 'data analysis']	San Mateo, CA	yes	no	Big Data Architect		['architect', 'data']	yes
529	ROBLOX	81615	5	['java', 'hadoop', 'nosql', 'sql', 'statistics']	San Mateo, CA	yes	no	Senior Data Engineer		['data', 'engineer', 'senior']	yes
530	ROBLOX	69857	5	['javascript', 'html', 'c#', '.net', 'jquery']	San Mateo, CA	yes	no	Senior Full Stack Web Engineer		['engineer', 'full_stack', 'senior', 'web']	yes
531	Brightcove	85344	5	['objective c', 'xcode', 'json', 'xml', 'ios']	Boston, MA	no	no	Senior iOS Application Developer		['development', 'ios', 'senior']	yes
532	Brightcove	79772	5	['javascript', 'css', 'node.js', 'angularjs', 'jquery']	Boston, MA	yes	no	Senior Web Developer		['development', 'senior', 'web']	yes
533	ROBLOX	83679	5	['c#', 'sql', 'javascript', 'html', 'css']	San Mateo, CA	yes	no	Senior Back End Engineer		['back_end', 'engineer', 'senior']	yes
534	Adeptia	85157	5	['java', 'jsp', 'web services', 'xml', 'database']	Chicago, IL	no	no	Software Engineer Chicago	Java, XML WebServices, Databases, JSP	['engineer', 'java', 'software']	yes
535	Brightcove	86166	5	['java', 'python', 'ruby', 'akamai', 'glusterfs']	Boston, MA	yes	no	Sr. Software Engineer	Video Delivery	['engineer', 'senior', 'software']	yes
536	Brightcove	87930	1	['api']	San Francisco, CA	yes	no	Senior Software Engineer		['engineer', 'senior', 'software']	yes
537	Essence	86487	5	['linux', 'mysql', 'oracle', 'postgresql', 'sysadmin']	London, UK	no	no	System Administrator		['administrator']	yes
538	Essence	86559	3	['oracle', 'sql server 2008', 'sql']	London, UK	no	no	Senior Data Warehouse Developer		['data', 'development', 'senior', 'warehouse']	yes
539	Ticket_Privatresor_AB	85301	5	['html5', 'css', 'javascript', 'java', 'responsive design']	Stockholms ln, Sweden	no	no	Front end developer heading full stack		['development', 'front_end', 'full_stack']	yes
540	Bloomberg	71006	4	['python', 'c++', 'nlp', 'machine learning']	Princeton, NJ	no	no	C++/Python WebCrawler Engineer		['engineer', 'python']	yes
541	Bloomberg	33743	5	['ruby on rails', 'html', 'css', 'web applications', 'user experience']	New York, NY	no	no	Sr Natural Language Processing Software Engineer		['engineer', 'senior', 'software']	yes
542	Bloomberg	77138	3	['c', 'c++', 'sql']	New York, NY	no	no	News Infrastructure Developer For High Performance	Scalable News Systems	['development', 'infrastructure', 'scalability']	yes
543	Bloomberg	81455	4	['c', 'c++', 'visualforce', 'apex']	New York, NY	no	no	Senior Software Engineer	Salesforce/Sales Intelligence	['engineer', 'senior', 'software']	yes
544	Bloomberg	78614	4	['java', 'soa', 'sql', 'nosql']	New York, NY	no	no	Integration Architect	Bloomberg Law	['architect']	yes
545	Bloomberg	77140	3	['c++', 'java', 'c#']	New York, NY	no	no	Software Developer	Equity Sales & Trading Startup	['development', 'software', 'startup']	yes
546	Bloomberg	80256	5	['c++', 'python', 'unix', 'lua', 'solr']	New York, NY	no	no	Senior Software Developer	Government Intelligence Startup	['development', 'senior', 'software', 'startup']	yes
547	Bloomberg	70998	6	['unix', 'c++', 'java', 'apache', 'database', 'sysadmin']	New York, NY	no	no	Sr. JavaScript Framework Developer	JS/UI	['development', 'javascript', 'senior']	yes
548	Bloomberg	81589	4	['python', 'ruby', 'c', 'c++']	New York, NY	no	no	Cloud Systems Engineer		['cloud', 'engineer']	yes
549	Bloomberg	81592	5	['python', 'ruby', 'go', 'c', 'c++']	New York, NY	no	no	Service Engineer		['engineer']	yes
550	Bloomberg	78613	4	['php', 'xhtml', 'html5', 'javascript']	New York, NY	no	no	Senior PHP/WordPress Developer		['development', 'php', 'senior']	yes
551	Bloomberg	85600	5	['c', 'c++', 'c#', 'java', 'python']	London, UK	no	no	2015 Software Development Programmer		['development', 'programmer', 'software']	yes
552	Bloomberg	35492	4	['c', 'c++', 'java', 'php']	New York, NY	no	no	Systems Reliability Engineer		['engineer']	yes
553	DraftKings	84374	6	['mysql', 'database administration', 'mongodb', 'amazon rds', 'innodb', 'sysadmin']	Boston, MA	yes	no	MySQL DBA	Fantasy Sports	['dba', 'mysql']	yes
554	DraftKings	84369	5	['html', 'css', 'javascript', 'oop', 'android']	Boston, MA	yes	no	Senior Android Software Engineer	Fantasy Sports	['android', 'engineer', 'senior', 'software']	yes
555	The_Control_Group	87189	5	['javascript', 'node.js', 'go', 'rethinkdb', 'php']	San Diego, CA	no	no	Application Developer	Javascript/Node.js/Go	['development']	yes
556	DraftKings	84366	4	['etl', 'sysadmin', 'mysql', 'sql']	Boston, MA	yes	no	BI Engineer	Fantasy Sports	['engineer']	yes
557	Percona	87971	5	['mysql', 'linux', 'percona', 'database design', 'database administration']	San Francisco, CA	no	yes	MySQL Database & Infrastructure Architect [US based]		['architect', 'database', 'infrastructure', 'mysql']	yes
558	Cloudreach	85617	5	['python', 'amazon web services', 'shell', 'linux', 'chef']	New York, NY	no	yes	Cloud Systems Engineer		['cloud', 'engineer']	yes
559	iHerb	77557	4	['ios', 'android', 'sdlc', 'agile project management']	Irvine, CA	no	no	Mobile Business Analyst		['analyst']	yes
560	DraftKings	84370	5	['powershell', 'javascript', 'cloud', 'sandbox', 'amazon web services']	Boston, MA	yes	no	Site Reliability/DevOps Engineer	Fantasy Sports	['development', 'engineer', 'operations']	yes
561	Percona	87972	6	['mongodb', 'tokumx', 'percona', 'mysql', 'database administration', 'sysadmin']	Durham, NC, Estados Unidos	no	yes	MongoDB / TokuMX Architect		['architect']	yes
562	Tantalus_Systems_Corp	85850	5	['linux', 'sql', 'scripting', 'qa', 'agile']	Burnaby, BC, Canada	no	no	Test Lead Engineer	Network Server	['engineer', 'lead', 'test']	yes
563	Houghton_Mifflin_Harcourt	87799	2	['pci', 'sarbanesoxley']	Boston, MA	no	no	Coordinator	Information Security	['security']	yes
564	TrulySocial	86027	4	['c#', 'unity', 'php', 'mysql']	London, UK	no	no	VP of Engineering	Unity Mobile Games	['engineer']	yes
565	Even	87066	4	['node.js', 'go', 'ios', 'android']	Oakland, CA	no	no	Full-Stack Engineer		['engineer', 'full_stack']	yes
566	Alfresco_Software	79344	5	['java', 'javascript', 'jenkins', 'cucumber', 'selenium']	London, UK	no	no	Java Software Engineer in Test	London West End - Start-up culture	['engineer', 'java', 'software', 'test']	yes
567	Alfresco_Software	78306	5	['java', 'nosql', 'rest', 'mysql', 'javascript']	London, UK	no	no	Java Developer	NoSQL - REST - Agile - Javascript - Start-up culture	['development', 'java', 'javascript']	yes
568	Stack_Exchange	24481	4	['design', 'ui', 'css', 'html']	New York, NY	yes	yes	Senior Product Designer		['product', 'senior']	yes
569	Wigo4it	87333	5	['scrum', 'agile', 'uml', '.net', 'software engineering']	Den Haag, Nederland	no	no	Teammanager Afdeling Ontwikkeling		[]	yes
570	NICE_Systems	87543	5	['java', 'hadoop', 'hbase', 'machine learning', 'bigdata']	London, UK	no	no	Java Developer / Big Data Machine Learning / Hadoop / HBASE		['data', 'development', 'hadoop', 'java', 'machine_learning']	yes
571	ESPN	87338	4	['java', 'sql', 'rest', 'bigdata']	Bristol, CT	no	no	Senior Software Engineer		['engineer', 'senior', 'software']	yes
572	Tastefully_Simple	81797	5	['c#', 'sql server', 'javascript', 'jquery', 'asp.net mvc']	Alexandria, MN	yes	no	.Net Developer II	Have Your Job and Love It, Too!	['development']	yes
573	Clever_Canary	80937	4	['javascript', 'angularjs', 'css3', 'html5']	New York, NY	no	no	AngularJS/HTML/CSS Developer for SaaS Enterprise Startups		['development', 'enterprise', 'saas']	yes
574	Watchfire_Signs	87573	5	['embedded', 'rtos', 'ooad', 'continuous integration', 'c++']	Danville, IL	yes	no	Senior Embedded Systems Software Engineer		['embedded', 'engineer', 'senior', 'software']	yes
575	Innovation_Research_Training	81390	5	['asp.net', 'c#', '.net', 'html5', 'javascript']	Durham, NC	yes	no	Full stack .NET Developer		['development', 'full_stack']	yes
576	trivago	87903	4	['javascript', 'html', 'html5', 'node.js']	Dsseldorf, Deutschland	no	no	JavaScript Software Engineer		['engineer', 'javascript', 'software']	yes
577	STAHLS_DFC	80409	5	['asp.net', 'c#', 'xml', 'sql server', 'linq']	Masontown, PA	no	no	Application Developer		['development']	yes
578	Diane_von_Furstenberg	87424	5	['demandware', 'e commerce', 'javascript', 'performance', 'backend']	New York, NY	no	no	E-commerce Web Developer at Luxury Fashion Brand		['development', 'web']	yes
579	Technorati	80342	5	['java', 'hadoop', 'machine learning', 'multithreading', 'mongodb']	San Francisco, CA	no	no	Senior Java Architect		['architect', 'java', 'senior']	yes
580	Microsoft_Corporation	86058	5	['visual', 'c#', '.net', 'agile', 'tfs']	Charlotte, NC	yes	yes	Web Application Performance Test Consultant		['test', 'web']	yes
581	Houghton_Mifflin_Harcourt	87797	4	['pci', 'sarbanesoxley', 'itil', 'iso']	Boston, MA	no	no	Director	Information Security Programs	['director', 'security']	yes
582	Bucknell_University	87097	5	['c#', 'net', 'angular', 'api', 'sql']	Lewisburg, PA	no	no	Programmer Analyst		['analyst', 'programmer']	yes
583	Ordina	88026	0	[]	Nieuwegein, Nederland	no	no	Young Professional .NET		[]	yes
584	DaVita	80950	5	['soap', 'esb', 'agile', 'mobile', 'web services']	Denver, CO	no	no	Web Services Developer	Mobile Applications	['development', 'web', 'web_services']	yes
585	DaVita	80951	5	['android', 'mobile', 'java', 'json', 'eclipse']	Denver, CO	no	no	Android Developer		['android', 'development']	yes
586	epay	85558	2	['c++', 'mysql']	Planegg, Deutschland	no	no	(Junior) C++ Developer	m/f ATM	['development']	yes
587	tyntec	86141	3	['java', 'testing', 'agile']	Dortmund, Deutschland	no	no	Software Developer Java	m/f	['development', 'java', 'software']	yes
588	Echobot_Media_Technologies	88317	5	['javascript', 'php', 'postgresql', 'linux', 'nagios']	Karlsruhe, Deutschland	no	no	Entwickler/-innen Level 90		['development']	yes
589	Energy_Solutions	79609	5	['javascript', 'bootstrap', 'backbone.js', 'handlebars.js', 'd3.js']	Oakland, CA	no	no	Front-End Engineer		['engineer', 'front_end']	yes
590	tsu	86151	5	['ruby', 'redis', 'rabbitmq', 'cassandra', 'scala']	New York, NY	no	no	Senior Ruby Developer		['development', 'ruby', 'senior']	yes
591	Marvin_Test_Solutions	84291	4	['vb.net', 'sql server', 'asp.net', 'javascript']	Irvine, CA	no	no	Web  Developer		['development', 'web']	yes
592	BMW_Group	84710	5	['c++', 'linux', 'git', 'python', 'testing']	Ulm, Deutschland	no	no	Security Engineer	m/f (93825	['engineer', 'security']	yes
593	Deep_Silver_FISHLABS	86004	5	['c++', 'team based', 'games', 'mobile', 'ios']	Hamburg, Deutschland	yes	no	C++ Gameplay Programmer	m/f	['programmer']	yes
594	PlanGrid	82067	5	['python', 'r', 'mongodb', 'postgresql', 'javascript']	San Francisco, CA	yes	no	Backend Engineer		['back_end', 'engineer']	yes
595	BMW_Group	84693	5	['c++', 'linux', 'git', 'python', 'testing']	Ulm, Deutschland	no	no	Product Owner for Security	m/f (95939	['product', 'security']	yes
596	BMW_Group	84705	5	['c++', 'linux', 'git', 'python', 'testing']	Ulm, Deutschland	no	no	Software Developer  Python	m/f (94532	['development', 'python', 'software']	yes
597	X_by_2	81116	5	['c#', 'java', '.net', 'sql', 'web services']	Farmington Hills, MI	no	no	Senior Software Engineer		['engineer', 'senior', 'software']	yes
598	Chartboost	87982	5	['javascript', 'backbone.js', 'html', 'css', 'angularjs']	San Francisco, CA	no	no	Senior Front End Developer	Industry leading mobile games platform	['development', 'front_end', 'senior']	yes
599	LeadsOnline	87395	5	['asp.net', 'javascript', 'jquery', 'sql', 'c#']	Plano, TX	no	no	Software Engineer		['engineer', 'software']	yes
600	United_Nations_Office_on_Drugs_and_Crime	87114	5	['c#', 'sql server', 'asp.net mvc', 'javascript', 'entity framework']	Wien, sterreich	no	no	Software Engineer/Developer	C# .NET 15-25-G	['development', 'engineer', 'software']	yes
601	Rovercom	87268	4	['sql', 'powerpivot', 'google', 'analytics']	Seattle, WA	no	no	Product Manager	Traveling Sitting	['manager', 'product']	yes
602	Rovercom	87267	5	['sql', 'google', 'analytics', 'kissmetrics', 'mixpanel']	Seattle, WA	no	no	Marketplace Analyst		['analyst']	yes
603	Raytheon_UK	88062	5	['java', 'hadoop', 'javascr', 'c++', 'mongodb']	Barnwood, UK	yes	no	Software Engineer	Various opportunities & levels	['engineer', 'software']	yes
604	Adstream	80918	5	['c#', '.net', 'asp.net mvc', 'oo', 'design']	London, UK	no	no	.NET Developer	C#	['development']	yes
605	Adstream	80295	5	['angular fullstack', 'javascript', 'mongodb', 'server side', 'elasticsearch']	London, UK	no	no	Javascript	Full Stack Developer Cross Train to Scala	['development', 'javascript', 'scala']	yes
606	IMLeaguescom	84399	5	['.net', 'c#', 'angularjs', 'javascript', 'jquery']	Raleigh, NC	yes	no	Kick-Ass Full Stack .Net Engineer	Experienced	['engineer', 'full_stack']	yes
607	Ping_Identity	86181	3	['java', 'maven', 'rest']	Denver, CO	no	no	Sr. Development Engineer	Team Lead	['development', 'engineer', 'lead', 'senior']	yes
608	CaptiveAire_Systems	19971	5	['c#', 'typescript', 'asp.net mvc', 'mongodb', 'rabbitmq']	Raleigh, NC	yes	no	Senior .NET	C# / Web developer @ CaptiveAire Systems	['development', 'senior', 'web']	yes
